Key,Type,Desc,Chinese(Simplified),Chinese(Traditional),English,French,Japanese,Korean,Spanish,German,Portuguese(Brazil),Russian,Italian
6/1/33,Text,Tip,前往客厅，移开沙发的靠枕，拿走后面的碎报纸。,前往客廳，移開沙發的靠枕，拿走後面的碎報紙。,"Go to the living room, move the sofa cushion, and take the torn newspaper behind it.","Allez au salon, déplacez le coussin du canapé et prenez le journal déchiré derrière.",居間へ行き、ソファのクッションをどかして、後ろの新聞の切れ端を取る。,거실로 가서 소파 쿠션을 치우고 뒤에 있는 찢어진 신문을 가져간다.,"Ve a la sala de estar, aparta el cojín del sofá y toma el periódico roto que está detrás.","Geh ins Wohnzimmer, schiebe das Sofakissen beiseite und nimm die zerrissene Zeitung dahinter.","Vá para a sala de estar, afaste a almofada do sofá e pegue o jornal rasgado atrás dela.","Идите в гостиную, уберите диванную подушку и возьмите обрывки газеты за ней.",
6/1/34,Text,Tip,将收集的报纸摆放在客厅左侧墙壁的线索板上。,將收集的報紙擺放在客廳左側牆壁的線索板上。,Place the collected newspapers on the clue board on the left wall of the living room.,Placez les journaux collectés sur le tableau d’indices du mur gauche du salon.,集めた新聞を、居間の左側の壁にある手がかりボードに置く。,모은 신문을 거실 왼쪽 벽의 단서판에 놓는다.,Coloca los periódicos reunidos en el tablero de pistas de la pared izquierda de la sala de estar.,Lege die gesammelten Zeitungen auf die Hinweistafel an der linken Wand des Wohnzimmers.,Coloque os jornais coletados no painel de pistas na parede esquerda da sala de estar.,Разместите собранные газеты на доске улик на левой стене гостиной.,
6/1/35,Text,Tip,将碎掉的报纸拼好。,將碎掉的報紙拼好。,Reassemble the torn newspaper.,Reconstituez le journal déchiré.,破れた新聞を元通りにする。,찢어진 신문을 맞춰 완성한다.,Reconstruye el periódico roto.,Setze die zerrissene Zeitung wieder zusammen.,Monte o jornal rasgado.,Соберите разорванную газету.,
6/1/36,Text,Tip,根据报纸上的图案推理出保险箱密码是4762。,根據報紙上的圖案推理出保險箱密碼是4762。,"Based on the pattern in the newspaper, deduce that the safe code is 4762.","En vous basant sur le motif du journal, déduisez que le code du coffre-fort est 4762.",新聞の図柄から、金庫の暗証番号が4762だと推理する。,신문의 도안을 바탕으로 금고 비밀번호가 4762임을 추리한다.,"Según el patrón del periódico, deduce que la contraseña de la caja fuerte es 4762.","Leite aus dem Muster in der Zeitung ab, dass der Code des Safes 4762 ist.","Com base no padrão do jornal, deduza que a senha do cofre é 4762.","По узору в газете сделайте вывод, что код сейфа — 4762.",
6/1/37,Text,Tip,拿走保险箱的黑石手链。,拿走保險箱的黑石手鍊。,Take the black stone bracelet from the safe.,Prenez le bracelet de pierre noire dans le coffre-fort.,金庫の中の黒石のブレスレットを取る。,금고 안의 흑석 팔찌를 가져간다.,Toma la pulsera de piedra negra de la caja fuerte.,Nimm das Schwarzstein-Armband aus dem Safe.,Pegue a pulseira de pedra negra no cofre.,Возьмите браслет из чёрного камня из сейфа.,
6/1/38,Text,Tip,东西都准备好了，去找车夫离开吧。,東西都準備好了，去找車夫離開吧。,Everything is ready. Go find the coachman and leave.,Tout est prêt. Allez trouver le cocher et partez.,準備は整った。御者のところへ行って出発しよう。,준비는 끝났다. 마부를 찾아 떠나자.,Todo está listo. Ve a buscar al cochero y márchate.,Alles ist bereit. Geh zum Kutscher und brich auf.,Está tudo pronto. Vá encontrar o cocheiro e partir.,Всё готово. Идите к кучеру и уезжайте.,
6/1/39,Text,Comment,我竟然没死！那些该死的黑线是什么？,我竟然沒死！那些該死的黑線是什麼？,I'm not dead? What the hell were those black lines?,"Je ne suis donc pas mort ? C’était quoi, ces fichues lignes noires ?",俺は死んでいないのか？ あの忌々しい黒い線は何だったんだ？,내가 안 죽었다고? 그 빌어먹을 검은 선들은 대체 뭐였지?,¿No morí? ¿Qué demonios eran esas malditas líneas negras?,Ich bin also nicht tot? Was zum Teufel waren diese verdammten schwarzen Linien?,Eu não morri? Que diabos eram aquelas malditas linhas pretas?,"Я всё-таки не умер? Что, чёрт возьми, это были за проклятые чёрные нити?",
6/1/40,Text,Comment,你醒了？怎么了，做噩梦了？,你醒了？怎麼了，做噩夢了？,"You're awake? What is it, did you have a nightmare?","Tu es réveillé ? Qu’y a-t-il, tu as fait un cauchemar ?",目が覚めたの？ どうした、悪い夢でも見た？,"일어났어? 왜 그래, 악몽이라도 꿨어?","¿Ya despertaste? ¿Qué pasa, tuviste una pesadilla?","Du bist wach? Was ist los, hast du einen Albtraum gehabt?","Você acordou? O que foi, teve um pesadelo?","Ты проснулся? Что такое, кошмар приснился?",
6/1/41,Text,Comment,"......我梦到我和威尔的马车..翻下了山崖....  ","......我夢到我和威爾的馬車..翻下了山崖....  ","......I dreamed that Will's carriage and I... went over the cliff....  ","......J’ai rêvé que la calèche de Will et moi... étions tombés du haut de la falaise....  ","……俺とウィルの馬車が……崖から落ちる夢を見たんだ……  ","......나와 윌의 마차가.. 절벽 아래로 굴러떨어지는 꿈을 꿨어....  ","......Soñé que el carruaje de Will y yo.. se precipitaba por el acantilado....  ","......Ich habe geträumt, dass Wills Kutsche und ich... die Klippe hinuntergestürzt sind....  ","......Sonhei que a carruagem de Will e eu.. despencávamos penhasco abaixo....  ","......Мне приснилось, что карета Уилла и я... сорвались с обрыва....  ",
6/1/42,Text,Comment,"只是梦亲爱的.. ","只是夢親愛的.. ","It was only a dream, dear.. ","Ce n’était qu’un rêve, mon cher.. ","ただの夢よ、あなた.. ","그냥 꿈이었어, 자기.. ","Solo fue un sueño, querido.. ","Es war nur ein Traum, mein Lieber.. ","Foi só um sonho, querido.. ","Это был всего лишь сон, дорогой.. ",
6/1/43,Text,Comment,不只是梦……我脑子里像缺了一块，感觉忘记了很多事..,不只是夢……我腦子裡像缺了一塊，感覺忘記了很多事..,It wasn't just a dream... It feels like a piece is missing from my mind. Like I've forgotten a great many things..,"Ce n’était pas qu’un rêve... J’ai l’impression qu’il manque un morceau dans ma tête, comme si j’avais oublié beaucoup de choses..",ただの夢じゃない……頭の中が何か欠けているみたいで、いろいろ忘れてしまった気がする..,단순한 꿈만은 아니야…… 머릿속에서 한 조각이 빠져나간 것 같아. 많은 걸 잊어버린 느낌이야..,"No fue solo un sueño… Siento como si me faltara una parte en la cabeza, como si hubiera olvidado muchas cosas..","Es war nicht nur ein Traum... Es ist, als würde in meinem Kopf ein Stück fehlen, als hätte ich vieles vergessen..","Não foi só um sonho... É como se faltasse um pedaço na minha cabeça, como se eu tivesse esquecido muitas coisas..","Это был не просто сон… Будто в голове не хватает какого-то куска, словно я забыл слишком многое..",
6/1/44,Text,Comment,别太担心，也许只是太累了..,別太擔心，也許只是太累了..,Don't worry too much. Maybe you're just exhausted..,"Ne t’inquiète pas trop, tu es peut-être simplement épuisé..",あまり心配しないで。きっと疲れているだけよ..,너무 걱정하지 마. 그냥 많이 지쳤을 뿐일지도 몰라..,No te preocupes demasiado. Quizá solo estás muy cansado..,Mach dir nicht zu viele Sorgen. Vielleicht bist du einfach nur erschöpft..,Não se preocupe tanto. Talvez você só esteja muito cansado..,"Не волнуйся так. Может, ты просто слишком устал..",
6/1/45,Text,Comment,喝点咖啡，不要让自己太紧绷.....,喝點咖啡，不要讓自己太緊繃.....,Have some coffee. Don't keep yourself so tense.....,"Prends un peu de café, ne te mets pas dans un état pareil.....",コーヒーでも飲んで、そんなに気を張らないで.....,커피 좀 마셔. 너무 긴장하지 말고.....,Toma un poco de café. No te pongas tan tenso.....,Trink etwas Kaffee. Sei nicht so angespannt.....,Tome um pouco de café. Não fique tão tenso.....,Выпей немного кофе. Не стоит так напрягаться.....,
6/1/46,Text,Comment,".........让你担心了。  ",".........讓你擔心了。  ",".........Sorry for worrying you.  ",".........Je t’ai inquiété, pardon.  ",".........心配をかけたな。  ",".........걱정 끼쳤군.  ",".........Lamento haberte preocupado.  ",".........Tut mir leid, dass ich dir Sorgen gemacht habe.  ",".........Desculpe por te preocupar.  ",".........Прости, что заставил тебя волноваться.  ",
6/1/47,Text,Comment,咚咚咚,咚咚咚,Knock knock knock,Toc toc toc,トントントン,똑똑똑,Toc toc toc,Klopf klopf klopf,Toc toc toc,Тук-тук-тук,
6/1/48,Text,Comment,里格斯先生，早上好。,里格斯先生，早上好。,"Good morning, Mr. Riggs.","Bonjour, monsieur Riggs.",おはようございます、リグスさん。,"좋은 아침입니다, 리그스 씨.","Buenos días, señor Riggs.","Guten Morgen, Mr. Riggs.","Bom dia, Sr. Riggs.","Доброе утро, мистер Риггс.",
6/1/49,Text,Comment,威尔先生他自己先出发了，他让我把这封信带给你。,威爾先生他自己先出發了，他讓我把這封信帶給你。,Mr. Will set out ahead on his own. He asked me to bring you this letter.,Monsieur Will est parti en avance de son côté. Il m’a demandé de vous remettre cette lettre.,ウィルさんは先に一人で出発しました。あなたにこの手紙を渡すよう頼まれています。,윌 씨는 먼저 혼자 출발했습니다. 이 편지를 전해 달라고 했습니다.,El señor Will salió antes por su cuenta. Me pidió que le entregara esta carta.,"Mr. Will ist schon allein vorausgefahren. Er bat mich, Ihnen diesen Brief zu überbringen.","O Sr. Will partiu antes, sozinho. Ele me pediu para lhe entregar esta carta.",Мистер Уилл отправился раньше один. Он велел передать вам это письмо.,
6/1/50,Text,Comment,等你准备好我们就出发吧。,等你準備好我們就出發吧。,"Once you're ready, we'll set out.","Dès que vous serez prêt, nous partirons.",準備ができたら出発しましょう。,준비되시면 출발하시죠.,"Cuando esté listo, partiremos.","Sobald Sie bereit sind, brechen wir auf.","Quando estiver pronto, partiremos.","Как будете готовы, отправимся.",
6/1/51,Text,Comment,"那是幻觉还是...真实的某个地方！  ","那是幻覺還是...真實的某個地方！  ","Was that a hallucination, or... some place that truly exists!  ","Était-ce une hallucination ou... un lieu bien réel !  ","あれは幻覚だったのか、それとも……実在するどこかなのか！  ","그건 환각이었던 걸까, 아니면... 실제로 존재하는 어떤 곳이었나!  ","¿Fue una alucinación o... un lugar real de verdad?  ","War das eine Halluzination, oder... ein Ort, der wirklich existiert?  ","Aquilo foi uma alucinação ou... um lugar que realmente existe?  ","Это была галлюцинация или... какое-то место, существующее на самом деле?  ",
